doc_id,text,sex,age_cohort,political_id3,college
immigrant_interviews_0744,한국어를 유창하게 함,Female,50-59,Centrist,Some college or more
immigrant_interviews_0745,사상이 사회주의인 공산당은 믿을수도 함께할수도 없음.,Male,60+,Conservative,No college
immigrant_interviews_0746,자유롭게 선택할 수 있는 배움의 기회,Male,60+,Progressive,Some college or more
immigrant_interviews_0747,신속,Male,60+,Progressive,Some college or more
immigrant_interviews_0748,한국어도 유창하며 구직이 완료되어있는상태이고 한국에 들어와서 정착하고 산다면 별 해가되는 일이 없어보이기 때문입니다,Male,18-29,Centrist,No college
immigrant_interviews_0749,일본 출신자는 안됨.,Male,60+,Conservative,Some college or more
immigrant_interviews_0750,동포,Male,60+,Conservative,No college
immigrant_interviews_0751,한국어 사용의 유창성,Female,40-49,Progressive,Some college or more
immigrant_interviews_0752,공부하는 데 많은 도움이 될 것 같다,Female,50-59,Conservative,Some college or more
immigrant_interviews_0753,국내에 적을을 더 잘할 것 같아서,Female,40-49,Conservative,Some college or more
immigrant_interviews_0754,희망직업이 간호사여서,Male,60+,Progressive,Some college or more
immigrant_interviews_0755,언어때문허가,Male,50-59,Centrist,Some college or more
immigrant_interviews_0756,이유없음,Male,18-29,Centrist,Some college or more
immigrant_interviews_0757,농부라서,Female,50-59,Conservative,Some college or more
immigrant_interviews_0758,직업,Male,60+,Progressive,Some college or more
immigrant_interviews_0759,충분한 이민 사유가 될 것 같아서,Male,60+,Centrist,Some college or more
immigrant_interviews_0760,저개발국출신,Male,60+,Centrist,Some college or more
immigrant_interviews_0761,취업이 보장됨,Male,40-49,Centrist,Some college or more
immigrant_interviews_0762,여러 가능성을 두자는,Female,40-49,Conservative,Some college or more
immigrant_interviews_0763,한국어,Male,60+,Progressive,Some college or more
immigrant_interviews_0764,여성,Male,40-49,Centrist,Some college or more
immigrant_interviews_0765,직업적 안정성때문,Female,18-29,Conservative,Some college or more
immigrant_interviews_0766,선호하지는 않는다,Female,40-49,Conservative,No college
immigrant_interviews_0767,"여성선호, 간호사 등 우리나라 부족인력에 대한 구직계획을 가진자",Male,30-39,Progressive,Some college or more
immigrant_interviews_0768,선호 안함,Male,60+,Centrist,Some college or more
immigrant_interviews_0769,한국어 가능 여부와 구직자가 별로 없는 직종 종사자인지를 위주로 보았음,Male,30-39,Progressive,Some college or more
immigrant_interviews_0770,구직활동을 하고자 하는 노력이 있음.,Female,30-39,Centrist,Some college or more
immigrant_interviews_0771,한국에 정작 적응 완료,Male,30-39,Progressive,Some college or more
immigrant_interviews_0772,공부목적이여서,Female,30-39,Progressive,Some college or more
immigrant_interviews_0773,망명을 원하는 자는 필히 허가해줘야 한다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0774,구직계획이 있어서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0775,같은 민족이 좋아요,Male,60+,Centrist,Some college or more
immigrant_interviews_0776,언어 소통이 가능하므로..,Male,60+,Progressive,No college
immigrant_interviews_0777,직무에 적합할 것 같다. 이질감이 없다.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0778,가장 무난해 보였다,Male,40-49,Centrist,Some college or more
immigrant_interviews_0779,의사이므로,Female,60+,Conservative,Some college or more
immigrant_interviews_0780,같은민족,Female,40-49,Centrist,No college
immigrant_interviews_0781,동포,Female,18-29,Progressive,Some college or more
immigrant_interviews_0782,한국어를 잘 함,Female,50-59,Conservative,Some college or more
immigrant_interviews_0783,도움이 되어서,Male,30-39,Centrist,Some college or more
immigrant_interviews_0784,"역사적, 정치적 충돌이 덜함",Male,40-49,Progressive,Some college or more
immigrant_interviews_0785,별문제가 되지않을것같아서,Female,50-59,Conservative,No college
immigrant_interviews_0786,동남아 이민자가 더 호감이 가고 북아메리카 이민자에 대한 거부감,Male,40-49,Centrist,No college
immigrant_interviews_0787,확실한 직업과 한국어를 할려는 노력,Male,40-49,Centrist,Some college or more
immigrant_interviews_0788,우리나라에 기여할 것 같아서,Male,60+,Conservative,Some college or more
immigrant_interviews_0789,한국어를 유창하게 잘하므로,Female,50-59,Conservative,No college
immigrant_interviews_0790,일본인은 좀 난해한거 같아서,Female,60+,Progressive,No college
immigrant_interviews_0791,나라에 따라 달라짐,Male,30-39,Progressive,Some college or more
immigrant_interviews_0792,이민 자격이 더 있는 거 같다,Female,18-29,Progressive,Some college or more
immigrant_interviews_0793,정착가능성여부,Male,60+,Conservative,Some college or more
immigrant_interviews_0794,"국적, 직업이 호감이 가고 언어가 유창하여",Female,40-49,Progressive,Some college or more
immigrant_interviews_0795,인류애,Male,60+,Progressive,Some college or more
immigrant_interviews_0796,동포라서 선호함,Male,50-59,Progressive,Some college or more
immigrant_interviews_0797,입국 이유가 분명한 편이고 한국어를 사용할 줄 알아서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0798,문화정서적으로통하고 국민성이비슷면이있어서 이주후에 적응이 빠를것같다,Female,50-59,Centrist,No college
immigrant_interviews_0799,두 이민자 분 중에 선택하기 어려웠다 한국어를 유창하게 한다는 점에서 중국분에게 점수를 줬지만 베트남 분은 간호사이며 취업의지가 있다는 점에서 선택하기 어려웠다 언어적인 측면 또한 국가 와의 관계를 생각했다,Male,30-39,Centrist,Some college or more
immigrant_interviews_0800,취업문이 좁은 우리나라 일자리 줄어들어 더힘들지 않을까 염려되는 마음,Female,50-59,Centrist,No college
immigrant_interviews_0801,한국말을 할줄 알아서 소통이 잘될거 같음.,Male,40-49,Progressive,Some college or more
immigrant_interviews_0802,딱히 선호하진 않지만 보기중에서 선택한 사항임,Female,40-49,Conservative,Some college or more
immigrant_interviews_0803,계약을 완료했으니까,Female,40-49,Centrist,Some college or more
immigrant_interviews_0804,직업유무,Female,18-29,Centrist,Some college or more
immigrant_interviews_0805,"한국어 잘함, 취업계획이 있음",Male,30-39,Conservative,Some college or more
immigrant_interviews_0806,신뢰,Female,60+,Conservative,No college
immigrant_interviews_0807,한국어구사능력,Male,30-39,Conservative,No college
immigrant_interviews_0808,상황이 이민이 더 필요한 경우,Female,40-49,Centrist,No college
immigrant_interviews_0809,국적,Female,18-29,Centrist,Some college or more
immigrant_interviews_0810,둘다 싫었습니다,Male,30-39,Centrist,No college
immigrant_interviews_0811,동포는 도와야 한다,Female,50-59,Progressive,Some college or more
immigrant_interviews_0812,한국어 사용이 유창하기 때문에,Female,30-39,Centrist,Some college or more
immigrant_interviews_0813,의사,Male,30-39,Centrist,No college
immigrant_interviews_0814,특별한 이유는 없음,Female,40-49,Centrist,Some college or more
immigrant_interviews_0815,같은 동포라서,Male,40-49,Progressive,Some college or more
immigrant_interviews_0816,같은 민족이라서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0817,좋아서,Male,18-29,Centrist,No college
immigrant_interviews_0818,동족,Male,60+,Progressive,No college
immigrant_interviews_0819,좋아서,Male,30-39,Centrist,No college
immigrant_interviews_0820,한국어 가능,Male,60+,Centrist,Some college or more
immigrant_interviews_0821,0,Male,60+,Progressive,Some college or more
immigrant_interviews_0822,안전,Male,30-39,Conservative,Some college or more
immigrant_interviews_0823,신원의 확실성,Male,60+,Conservative,Some college or more
immigrant_interviews_0824,취업 동포,Male,40-49,Progressive,Some college or more
immigrant_interviews_0825,농촌인부 부족,Male,60+,Centrist,Some college or more
immigrant_interviews_0826,기술직은 한국 기술및 경제발전에 도움이 될 가능성이 있음,Male,60+,Centrist,Some college or more
immigrant_interviews_0827,직업이 확실하고 북한인이여서,Male,30-39,Progressive,Some college or more
immigrant_interviews_0828,언어의 유창성,Female,18-29,Centrist,Some college or more
immigrant_interviews_0829,한민족,Male,50-59,Centrist,Some college or more
immigrant_interviews_0830,북한 사람 이어서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0831,적합한 자격,Female,50-59,Centrist,Some college or more
immigrant_interviews_0832,망명이나 공부를 위해 우리나라에 찾아와 구직계획까지 세워있어서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0833,우리 나라를 원하고 있기에 했읍니다,Female,50-59,Centrist,No college
immigrant_interviews_0834,"인권존중,자유롭게살권리존중",Female,30-39,Conservative,Some college or more
immigrant_interviews_0835,더끌린쪽에투표함,Female,60+,Centrist,No college
immigrant_interviews_0836,교사라는 직업이 마음에 든다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0837,없음,Female,40-49,Centrist,Some college or more
immigrant_interviews_0838,별 이유 없음,Female,18-29,Progressive,No college
immigrant_interviews_0839,미국이니까,Male,30-39,Centrist,Some college or more
immigrant_interviews_0840,한국어에 능통하다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0841,마음이 더 끌린다,Female,40-49,Centrist,No college
immigrant_interviews_0842,신청자1보다는 이주의 필요성이 더 높은 것 같아서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0843,교사로써 계약이 되어있으므로 구직이 바로 되어 나라에 도움이 될 것이다.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0844,대한민국에 대한 언어를 습득할려고 하는 노력과 직업을 구했다는,Female,50-59,Conservative,Some college or more
immigrant_interviews_0845,선호하진 않는다 다만 중국인이 호감이 안가서,Male,30-39,Centrist,Some college or more
immigrant_interviews_0846,같은 동포이기때문.,Male,50-59,Progressive,Some college or more
immigrant_interviews_0847,재정착이고 단기근무가 아니기 대문,Female,18-29,Centrist,No college
immigrant_interviews_0848,선호한다기보다 그나마 나은상황,Female,60+,Centrist,Some college or more
immigrant_interviews_0849,학업의 중요성,Male,30-39,Progressive,Some college or more
immigrant_interviews_0850,인도적인 차원에서,Female,50-59,Centrist,No college
immigrant_interviews_0851,그냥,Female,18-29,Centrist,No college
immigrant_interviews_0852,아무래도 동포가 가까워서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0853,확실한 직업을 소지한자,Female,60+,Conservative,Some college or more
immigrant_interviews_0854,교사라서,Female,18-29,Centrist,No college
immigrant_interviews_0855,배트남 이민자에 대한 좋은 이미지,Male,40-49,Conservative,Some college or more
immigrant_interviews_0856,사회보탬,Male,30-39,Conservative,No college
immigrant_interviews_0857,선호하는 국가임,Male,50-59,Conservative,Some college or more
immigrant_interviews_0858,능력,Female,50-59,Centrist,No college
immigrant_interviews_0859,객관적으로 생각을하면 그냥 제3국에 정착을 한다는것은 이해하기가 어렵다. 자국을 탈피하여 3국에서 직업을 찾는다든가 또 공부를 목적으로 온다면 가능하겠지만.... 현재 우리나라 사정을 고려한다면 유학또는 공부를 핑계로 입국하여서 기간이 지나면 불법체류자가 되는 현실이 안타깝기 때문에 또 이런 분류의 사람들로 인하여 내국인의 국내 고용상황이 어려워지기 때문이다.,Male,50-59,Centrist,No college
immigrant_interviews_0860,인도적,Male,50-59,Conservative,Some college or more
immigrant_interviews_0861,우리의 동포이고 유창한 한국말을 구사할줄 알기때문에 더 선호합니다.,Female,50-59,Centrist,No college
immigrant_interviews_0862,확실한 신원보장,Male,50-59,Centrist,No college
immigrant_interviews_0863,산업 발전에 도울 될 것 같음,Male,50-59,Conservative,Some college or more
immigrant_interviews_0864,그냥,Female,50-59,Centrist,No college
immigrant_interviews_0865,한국어를 할줄암.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0866,비밀,Male,30-39,Centrist,Some college or more
immigrant_interviews_0867,..,Male,50-59,Centrist,Some college or more
immigrant_interviews_0868,동포이고 기술도 가지고 있으므로,Male,40-49,Conservative,Some college or more
immigrant_interviews_0869,소통이 될 것 같아서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0870,ㄴ,Female,50-59,Conservative,Some college or more
immigrant_interviews_0871,같은동포라서,Female,50-59,Centrist,Some college or more
immigrant_interviews_0872,"민족성,우호국가",Male,50-59,Progressive,Some college or more
immigrant_interviews_0873,동질감과 노력하는 모습,Male,50-59,Progressive,Some college or more
immigrant_interviews_0874,민족주의,Male,50-59,Progressive,Some college or more
immigrant_interviews_0875,특별한 이유 없다,Female,40-49,Conservative,Some college or more
immigrant_interviews_0876,신뢰,Female,60+,Conservative,Some college or more
immigrant_interviews_0877,한국에서는 간호사가 조금 더 이민을 하는데 쉬울거 같아서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0878,직업이 분명해서 불법체류가 될 확률이 적을거 같다,Male,30-39,Conservative,Some college or more
immigrant_interviews_0879,각국의 경제력 인식,Female,60+,Centrist,No college
immigrant_interviews_0880,한국어 능력,Male,30-39,Progressive,Some college or more
immigrant_interviews_0881,"고용주와 계약이 되었고, 한국에서 살려고 하는 의도가 확실하기 때문",Female,30-39,Progressive,Some college or more
immigrant_interviews_0882,북한 주민은 우리 동포이니까,Female,50-59,Progressive,Some college or more
immigrant_interviews_0883,동포,Female,50-59,Centrist,Some college or more
immigrant_interviews_0884,그게 좋아보여서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0885,dma,Female,40-49,Conservative,Some college or more
immigrant_interviews_0886,동포니까,Male,50-59,Progressive,Some college or more
immigrant_interviews_0887,한국사회에 피해를 끼칠 우려가 적고 사회에 잘 융화되어 살 수 있을 것 같다,Male,30-39,Centrist,Some college or more
immigrant_interviews_0888,유창한 한국어 구사,Female,30-39,Progressive,Some college or more
immigrant_interviews_0889,한국에 적응할 의지가 있는지 여부,Female,50-59,Centrist,No college
immigrant_interviews_0890,직업 및 취업계획,Male,60+,Centrist,No college
immigrant_interviews_0891,국적과 희망직업이 안전한 이민자 같다,Male,30-39,Progressive,Some college or more
immigrant_interviews_0892,기술직,Male,60+,Centrist,Some college or more
immigrant_interviews_0893,더 신뢰가 가는 인물같아서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0894,인간은 평등하고 어느나라에서나 살 수 있는 권리가 있기 때문에,Female,60+,Centrist,Some college or more
immigrant_interviews_0895,그냥,Male,40-49,Conservative,No college
immigrant_interviews_0896,그냥,Female,60+,Centrist,No college
immigrant_interviews_0897,위화감이 덜 느껴져서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0898,ㄴㅇㄹ호,Female,60+,Centrist,Some college or more
immigrant_interviews_0899,특별한 이유없음,Male,50-59,Centrist,Some college or more
immigrant_interviews_0900,여성이며 동포임,Male,60+,Conservative,No college
immigrant_interviews_0901,무무무,Female,60+,Progressive,No college
immigrant_interviews_0902,미국 국적이라,Female,60+,Centrist,No college
immigrant_interviews_0903,이미 한국인 고용주와 계약이 되어 있어서 더 안정적으로 정착할 것 같다.,Female,60+,Centrist,No college
immigrant_interviews_0904,같은 민족으로 동조화 쉬움.,Male,50-59,Progressive,Some college or more
immigrant_interviews_0905,그걸선호해서,Female,60+,Centrist,Some college or more
immigrant_interviews_0906,국내에 필요한 인력이라고 생각한다,Female,60+,Conservative,Some college or more
immigrant_interviews_0907,신원확인의 용이함,Female,60+,Conservative,No college
immigrant_interviews_0908,국적,Female,60+,Centrist,No college
immigrant_interviews_0909,언어소통에별문제사없으메취업되어우리나라에정착하는데문제가최소할것같음,Male,50-59,Progressive,Some college or more
immigrant_interviews_0910,민족정서 고려,Female,60+,Conservative,No college
immigrant_interviews_0911,언어 소통 가능한점,Female,60+,Conservative,Some college or more
immigrant_interviews_0912,특별히 선호하는것 보다 이민을 허가하는 편임,Female,60+,Centrist,No college
immigrant_interviews_0913,북한사람만 아니면 됨 중국이나 베트남도 선호하지 않지만 북한사람은 더더욱 싫음,Female,60+,Progressive,No college
immigrant_interviews_0914,"직업종류에따라 선택하고, 나라 이미지에 선택했음",Female,60+,Centrist,No college
immigrant_interviews_0915,직업(연구과학자),Female,60+,Centrist,Some college or more
immigrant_interviews_0916,분단된 우리민족이므로,Female,60+,Centrist,Some college or more
immigrant_interviews_0917,고용주와 계약되어 있어,Male,50-59,Progressive,Some college or more
immigrant_interviews_0918,직업이 의사여서,Female,60+,Conservative,No college
immigrant_interviews_0919,한국어를 할줄아는 사람.,Female,60+,Conservative,No college
immigrant_interviews_0920,망명이고 고용계약이 완료됨,Female,60+,Conservative,Some college or more
immigrant_interviews_0921,한국 사회에 적응이 가능하고 국가에 듣이됨,Female,60+,Centrist,Some college or more
immigrant_interviews_0922,이민준비가 되어 있어서.,Female,60+,Conservative,No college
immigrant_interviews_0923,북이 싫어 망명했으며 미래사회에 적응하기 쉬운 컴퓨터프로그래머로서 정착이 쉬울것 같다,Female,60+,Conservative,Some college or more
immigrant_interviews_0924,일하면세금내니깐요,Female,30-39,Centrist,Some college or more
immigrant_interviews_0925,동포란 점이 이민자 허가의 중요한 요인입니다,Female,60+,Conservative,Some college or more
immigrant_interviews_0926,한국에 위협이 되는 대상은 제외했다 잘 적응 가능한 한국어 능통자 또는 한국어를 구사하기 위해 노력하는 자 선택,Female,60+,Centrist,Some college or more
immigrant_interviews_0927,그냥싫으니깐,Female,50-59,Conservative,No college
immigrant_interviews_0928,예맨보다 나을거같다,Female,60+,Progressive,Some college or more
immigrant_interviews_0929,마음에 들어서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0930,"조금이라도 한국어 사용, 공부",Female,60+,Progressive,No college
immigrant_interviews_0931,특별히 없어요,Female,60+,Centrist,No college
immigrant_interviews_0932,우리나라 근로자의 이익을 침해하지 않는 선에서 근무할 수 있다고 생각함,Female,60+,Centrist,Some college or more
immigrant_interviews_0933,1번 후보는 북한 출신임에도 불구하고 한국말을 하지 못하는 이유가 석연치 않음,Male,50-59,Progressive,Some college or more
immigrant_interviews_0934,"취업은 자유로울 수 있으나, 망명은 신중하게 받아들여야함",Male,60+,Centrist,Some college or more
immigrant_interviews_0935,같은민족,Female,60+,Centrist,Some college or more
immigrant_interviews_0936,고학력자,Female,60+,Conservative,No college
immigrant_interviews_0937,좋아서,Female,60+,Conservative,Some college or more
immigrant_interviews_0938,학력이 좋다,Female,30-39,Progressive,No college
immigrant_interviews_0939,우리나라에 필요한사람,Female,50-59,Centrist,No college
immigrant_interviews_0940,국가의 이미지로 판단하였음,Female,60+,Centrist,No college
immigrant_interviews_0941,이민의 뜻이 확고한 것 같다,Female,60+,Progressive,Some college or more
immigrant_interviews_0942,국적차이 때문,Female,50-59,Centrist,Some college or more
immigrant_interviews_0943,망명자 우선적 배려 필요,Female,60+,Progressive,Some college or more
immigrant_interviews_0944,출신국가,Male,60+,Conservative,No college
immigrant_interviews_0945,전문직이라 신뢰가 높아서,Female,60+,Conservative,Some college or more
immigrant_interviews_0946,구직채용계약이 되어있고 동포이므로,Female,40-49,Progressive,Some college or more
immigrant_interviews_0947,북한과는 관계개선후 차후로,Female,60+,Centrist,Some college or more
immigrant_interviews_0948,별 차이는 없다,Female,60+,Centrist,No college
immigrant_interviews_0949,친근해서,Female,60+,Progressive,Some college or more
immigrant_interviews_0950,호감이가서,Female,50-59,Progressive,No college
immigrant_interviews_0951,여성이라서,Female,60+,Centrist,Some college or more
immigrant_interviews_0952,상대적으로 선택하지 않은 후보자보다 호감이 가서,Female,50-59,Centrist,Some college or more
immigrant_interviews_0953,구직활동,Female,60+,Progressive,Some college or more
immigrant_interviews_0954,정확한 사유가 필요함,Female,60+,Centrist,Some college or more
immigrant_interviews_0955,적응을 잘 할 것 같아서,Male,60+,Centrist,Some college or more
immigrant_interviews_0956,없다,Female,60+,Centrist,Some college or more
immigrant_interviews_0957,친근한 느낌이 들어서,Female,60+,Conservative,No college
immigrant_interviews_0958,모든 인종에 대해 포용하는 것이 바람직해서,Female,60+,Centrist,No college
immigrant_interviews_0959,자국에서의 적응 능력,Male,60+,Centrist,Some college or more
immigrant_interviews_0960,없음,Female,50-59,Conservative,Some college or more
immigrant_interviews_0961,기술,Female,50-59,Centrist,Some college or more
immigrant_interviews_0962,없음,Male,50-59,Conservative,Some college or more
immigrant_interviews_0963,직장이 정해졌으므로.,Male,60+,Centrist,Some college or more
immigrant_interviews_0964,취업이 완료되어,Female,60+,Conservative,No college
immigrant_interviews_0965,더 나아 보여서,Female,60+,Centrist,No college
immigrant_interviews_0966,이유없음,Female,60+,Centrist,Some college or more
immigrant_interviews_0967,사회의 일원으로 도움이 될것같다,Female,60+,Conservative,No college
immigrant_interviews_0968,같은 민족 동포라서 잘 어룰릴 것,Female,60+,Conservative,No college
immigrant_interviews_0969,착하고 성실할 것같다.,Female,60+,Centrist,Some college or more
immigrant_interviews_0970,조건이 더 좋아서,Male,50-59,Progressive,Some college or more
immigrant_interviews_0971,곧 정착할수 있을 것 같아서,Female,60+,Centrist,Some college or more
immigrant_interviews_0972,고용확정,Female,60+,Conservative,No college
immigrant_interviews_0973,비슷,Female,60+,Centrist,No college
immigrant_interviews_0974,정착이 안정적일것같다,Female,60+,Centrist,No college
immigrant_interviews_0975,선진국 사람이라,Female,60+,Centrist,Some college or more
immigrant_interviews_0976,"방금선택한 후보가 북한사람 아니었던가요? 북한사람이면, 지금 언어가 잘 통하지 않아도, 북한은 우리랑 같은민족이므로, 언어,성별등 다른 조건이 불리해도, 다른 나라사람보다 우선시되었음합니다.",Female,60+,Centrist,No college
immigrant_interviews_0977,위험하지 않을거 같아서,Female,60+,Conservative,No college
immigrant_interviews_0978,선택하고싶어서 햇습니다,Female,60+,Progressive,Some college or more
immigrant_interviews_0979,취업 완료 상태 때문에,Female,60+,Conservative,No college
immigrant_interviews_0980,실력이 더 좋다,Female,60+,Conservative,Some college or more
immigrant_interviews_0981,일본적대감 북한동포애,Female,60+,Conservative,No college
immigrant_interviews_0982,구직과 언어 모두 준비를 성실히 한것같아서,Female,30-39,Progressive,Some college or more
immigrant_interviews_0983,미국 여성이라 안전할것 같아서,Female,60+,Conservative,Some college or more
immigrant_interviews_0984,거짓없이 기록한 것 같아서,Female,60+,Conservative,No college
immigrant_interviews_0985,아시아인이라 한국인 정서가 비슷해서 문제 될게 없다.,Female,60+,Progressive,Some college or more
immigrant_interviews_0986,내국인들이 가장 힘들어하는 부분이여서입니다,Female,60+,Centrist,No college
immigrant_interviews_0987,저임금,Male,50-59,Conservative,Some college or more
immigrant_interviews_0988,동포,Female,60+,Progressive,Some college or more
immigrant_interviews_0989,그냥,Female,60+,Centrist,Some college or more
immigrant_interviews_0990,농촌일손 부족,Female,60+,Progressive,Some college or more
immigrant_interviews_0991,특별히 선호하지 않음,Female,60+,Centrist,Some college or more
immigrant_interviews_0992,이유없습,Female,60+,Progressive,No college
immigrant_interviews_0993,선택지가 좁다,Male,40-49,Centrist,Some college or more
immigrant_interviews_0994,정착에 필요한 언어 습득 및 구직 계획 등,Female,30-39,Centrist,No college
immigrant_interviews_0995,우리나라에서 살고 싶어하고 어느 정도 자격 요건도 갖추고 있으므로,Male,40-49,Centrist,Some college or more
immigrant_interviews_0996,같은 민족인 이유도 있고 중국인은 좋은 이미지가 아니어서 북한 선택,Male,40-49,Centrist,Some college or more
immigrant_interviews_0997,우리에게 도움이 될 수 있을 것 같다.,Female,40-49,Progressive,Some college or more
immigrant_interviews_0998,특별한 이유는 없음,Female,60+,Centrist,Some college or more
immigrant_interviews_0999,없네요,Female,60+,Conservative,No college
immigrant_interviews_1000,우리나라에 이득이 될 것 같아서...,Male,30-39,Centrist,Some college or more
immigrant_interviews_1001,두명은 보육교사로 오는 것에 대해서 현재 한국에서 근무하는 보육교사들의 이미지로 인해 자녀를 맡기기 어려울 것 같고 다른 한명은 농부로써 현재 농촌에 일손이 부족하여서 선호하게 되었음,Male,30-39,Centrist,Some college or more
immigrant_interviews_1002,학업적으로 높기때문에,Female,60+,Centrist,Some college or more
immigrant_interviews_1003,한국어 사용,Female,60+,Centrist,No college
immigrant_interviews_1004,신분 및 목적이 확실하며 국익에 도움이 될꺼라 판단됨,Female,60+,Conservative,Some college or more
immigrant_interviews_1005,면접까지 통과되었기 때문에,Female,60+,Progressive,Some college or more
